,Image,F1,Jaccard,Recall,Precision
198,1568.png,0.919282511,0.850622407,0.949074074,0.891304348
199,222.png,0.973945409,0.949214027,0.963781461,0.984326019
200,269.png,0.901060071,0.819935691,0.960451977,0.848585691
201,3041.png,0.942076503,0.076470588,0.076470588,1
202,1043.png,0.921108742,0.853754941,0.86746988,0.981818182
203,2479.png,0.923995225,0.858727811,0.992307692,0.864482502
204,2550.png,0.684341342,0.520151134,0.757798165,0.623867069
205,393.png,0,0,0,0
206,110.png,0.863988724,0.760545906,0.78089172,0.966876972
207,3033.png,0.777339274,0.63577676,0.640176138,0.989306546
208,2233.png,0.555714695,0.384767949,0.817186184,0.421006944
209,2965.png,0.939421813,0.020107239,0.020107239,1
210,581.png,0.981042654,0.962790698,0.976415094,0.985714286
211,1089.png,0.767536232,0.622765757,0.626300851,0.991017964
212,2627.png,0,0,0,0
213,1411.png,0.948096886,0.901315789,0.928813559,0.96819788
214,244.png,0.966887417,0.935897436,0.942611191,0.99244713
215,2609.png,0.914835165,0.843037975,0.955980861,0.877085162
216,855.png,0.875485009,0.778544542,0.899927484,0.852335165
217,2909.png,0.953846154,0.145374449,0.145374449,1
218,1207.png,0.885245902,0.794117647,0.828220859,0.950704225
219,2593.png,0.919915701,0.851707317,0.893551689,0.947882736
220,184.png,0.76042677,0.613458529,0.922352941,0.646864686
221,2060.png,0,0,0,0
222,159.png,0.946356589,0.898175397,0.947237741,0.945477076
223,512.png,0.98515105,0.97073663,0.98013245,0.990221307
224,2732.png,0.712871287,0.553846154,0.947368421,0.571428571
225,2994.png,0.972662203,0.229001135,0.736986301,0.249381953
226,2394.png,0.733639947,0.276845638,0.296052632,0.8101473
227,1420.png,0.892116183,0.805243446,0.87398374,0.911016949
228,1814.png,0.859232176,0.753205128,0.983263598,0.762987013
229,782.png,0.901683867,0.820969337,0.992822967,0.825870647
230,1437.png,0.896168795,0.811871227,0.987760098,0.820121951
231,2300.png,0.407952872,0.256244218,1,0.256244218
232,2801.png,0.842166232,0.727363682,0.981769075,0.737322515
233,2418.png,0.902662593,0.822593477,0.842705786,0.971804511
234,1955.png,0,0,0,0
235,1342.png,0.968997837,0.93986014,0.954545455,0.983894583
236,1585.png,0.940095553,0.886962552,0.989172467,0.895658263
237,6.png,0.899328859,0.817073171,0.840501792,0.967010309
238,718.png,0.718255665,0.560373582,0.584144645,0.932297447
239,437.png,0.798534799,0.664634146,0.664634146,1
240,1792.png,0.567567568,0.396226415,0.933333333,0.40776699
241,1681.png,0.946208684,0.897908979,0.934699104,0.958005249
242,750.png,0.8888,0.41723356,0.41834028,0.99369937
243,1826.png,0.944370861,0.894604768,0.942498348,0.946250829
244,2061.png,0.922705314,0.856502242,0.922705314,0.922705314
245,2858.png,0.856725146,0.749360614,0.756129032,0.988195616
246,2101.png,0.90305499,0.336054422,0.606879607,0.429565217
247,1006.png,0.921151439,0.853828306,0.929292929,0.913151365
248,2808.png,0.900627943,0.176905312,1,0.176905312
249,1803.png,0.853582555,0.744565217,0.971631206,0.761111111
250,1491.png,0.88172043,0.788461538,0.971563981,0.807086614
251,3012.png,0,0,0,0
252,2566.png,0.079096045,0.041176471,0.041176471,1
253,841.png,0.944115713,0.894146949,0.97421981,0.915816327
254,2922.png,0.926178153,0.862506342,0.992990654,0.867789689
255,2359.png,0.426187962,0.270799785,0.601311085,0.330062152
256,1304.png,0.848864526,0.737414966,0.833846154,0.864433812
257,1063.png,0.887056884,0.797037037,0.797037037,1
258,769.png,0.869239416,0.768721007,0.936995153,0.810621943
259,2246.png,0.801587302,0.668874172,0.668874172,1
260,2362.png,0,0,0,0
261,550.png,0.88772846,0.798122066,0.85,0.928961749
262,2878.png,0.846951073,0.734531773,0.933085502,0.77537511
263,1021.png,0.888249795,0.798965262,0.867576244,0.90993266
264,197.png,0.826327945,0.704053522,0.716459752,0.975995636
265,1274.png,0.947890819,0.900943396,0.974489796,0.922705314
266,915.png,0.725223924,0.568902992,0.587271876,0.947885196
267,2360.png,0.466644091,0.304328622,0.435524652,0.502552881
268,1553.png,0.811722913,0.683109118,0.705246914,0.956066946
269,2262.png,0.940114848,0.886996904,0.969543147,0.912420382
270,2096.png,0.811023622,0.682119205,0.810314685,0.8117338
271,2385.png,0.924114671,0.858934169,0.858934169,1
272,2073.png,0.644027304,0.474955953,0.654980909,0.633434038
273,979.png,0.765072765,0.61952862,0.629059829,0.976127321
274,1658.png,0.839215686,0.722972973,0.764285714,0.930434783
275,864.png,0,0,0,0
276,2571.png,0.856316297,0.748735245,0.748735245,1
277,1269.png,0.944751381,0.895287958,0.919354839,0.971590909
278,985.png,0.910991637,0.258646617,0.445595855,0.381374723
279,847.png,0,0,0,0
280,1218.png,0.839237057,0.723004695,0.810526316,0.870056497
281,926.png,0.920943135,0.853470437,0.982248521,0.866840731
282,2029.png,0.729792148,0.574545455,0.574545455,1
283,559.png,0.909344491,0.833759591,0.900552486,0.918309859
284,16.png,0.883333333,0.791044776,0.893258427,0.873626374
285,1972.png,0.739514349,0.586690018,0.729847495,0.749440716
286,2837.png,0,0,0,0
287,1050.png,0.926508436,0.863079382,0.878524946,0.980036298
288,2971.png,0.770065917,0.626103405,0.792498005,0.748868778
289,1988.png,0,0,0,0
290,949.png,0.845730028,0.732696897,0.862359551,0.82972973
291,2633.png,0,0,0,0
292,1410.png,0.648739496,0.480099502,0.608832808,0.694244604
293,1118.png,0.931677019,0.872093023,0.976138829,0.891089109
294,1185.png,0.981375903,0.963432836,0.972871138,0.990030675
295,1726.png,0.912288716,0.838723226,0.998001,0.840134623
296,880.png,0.90148448,0.820638821,0.948863636,0.858611825
297,2951.png,0.951066499,0.906698565,0.987407729,0.917305365
298,2269.png,0,0,0,0
299,1555.png,0.868549172,0.767641997,0.997762864,0.768965517
300,2968.png,0.910836763,0.83627204,0.925650558,0.896489649
301,948.png,0.881057269,0.787401575,0.803858521,0.974658869
302,262.png,0.934362934,0.876811594,0.959229898,0.910752688
303,2090.png,0.771076923,0.627441162,0.734251392,0.811791383
304,2285.png,0.811942316,0.344033919,0.359949303,0.886115445
305,1262.png,0.795425667,0.660337553,1,0.660337553
306,2098.png,0,0,0,0
307,1662.png,0.873065015,0.774725275,0.992957746,0.779005525
308,1739.png,0.941176471,0.888888889,0.993324433,0.894230769
309,557.png,0.894645941,0.809375,0.862614488,0.929147982
310,2718.png,0.894056848,0.808411215,0.837096774,0.959334566
311,2172.png,0,0,0,0
312,2729.png,0.873599283,0.775567051,0.776184787,0.998974885
313,361.png,0.929717764,0.868665977,0.871369295,0.996441281
314,2647.png,0,0,0,0
315,2489.png,0.940142036,0.88704531,0.896196003,0.988620199
316,822.png,0.852672751,0.743181818,0.934285714,0.784172662
317,2305.png,0.815047022,0.687830688,0.687830688,1
318,2655.png,0.672557683,0.506656805,0.506656805,1
319,2957.png,0.91459854,0.84263618,0.917948718,0.911272727
320,1194.png,0.884375,0.792717087,0.808571429,0.975862069
321,2198.png,0.916626506,0.846085409,0.937869822,0.896324222
322,2497.png,0,0,0,0
323,1867.png,0.922489083,0.856129686,0.866666667,0.985997666
324,2345.png,0.84801407,0.736132316,0.995869191,0.738386932
325,1561.png,0.902004454,0.821501014,0.995085995,0.824847251
326,3035.png,0.814120243,0.686511628,0.981382979,0.695570217
327,2789.png,0.684841454,0.520729197,0.525051883,0.984435798
328,593.png,0.954658695,0.913250715,0.915869981,0.996878252
329,2190.png,0.889515419,0.801015551,0.81393099,0.980574981
330,12.png,0.975847893,0.952834922,0.987519501,0.964448959
331,580.png,0.971664699,0.94489093,0.965962441,0.977434679
332,2006.png,0,0,0,0
333,1902.png,0.908217203,0.831866197,0.846774194,0.979274611
334,2825.png,0.893157263,0.806941432,0.96124031,0.834080717
335,730.png,0.89498042,0.80992268,0.981264637,0.822643979
336,3010.png,0.818835192,0.264890282,0.264890282,1
337,1616.png,0.902597403,0.822485207,0.985815603,0.832335329
338,1590.png,0.852618758,0.743099788,0.945945946,0.776053215
339,1087.png,0,0,0,0
340,702.png,0.810584958,0.681498829,0.692857143,0.976510067
341,2263.png,0.962095532,0.92695962,0.992371265,0.93361244
342,479.png,0.917491749,0.847560976,0.893890675,0.942372881
343,2411.png,0.753306498,0.604243542,0.604243542,1
344,3029.png,0,0,0,0
345,1539.png,0.960182025,0.923413567,0.977606178,0.943368107
346,3001.png,0,0,0,0
347,2503.png,0.897849462,0.814634146,0.93886156,0.860270444
